,person_age,person_income,person_emp_length,loan_amnt,cb_person_default_on_file,cb_person_cred_hist_length,other_payments,percent_of_income,loan_status
26807,29,120000,11.0,16000,0,9,10764,0.14647185909407154,yes
26808,29,120000,2.0,35000,0,7,18183,0.3437539900016697,no
26809,29,120000,8.0,28000,0,8,16834,0.27140724657348353,yes
26810,29,120000,3.0,20000,0,5,5817,0.1751574227336819,yes
26811,29,42000,0.0,15000,0,9,29476,1.1977004152028106,no
26812,28,48500,0.0,15000,1,7,5915,0.3522367030644593,no
26813,28,48500,4.0,15000,1,8,8624,0.3761661149563647,yes
26814,27,120000,11.0,20000,0,8,7780,0.17822135091783994,yes
26815,29,120000,12.0,12000,0,9,18939,0.1187401668299344,yes
26816,30,48564,3.0,15000,0,9,9856,0.38751679239433706,no
26817,29,120000,2.0,7000,0,8,21267,0.07089828122309663,yes
26818,27,120000,4.0,15000,1,6,20457,0.15068864711732619,yes
26819,30,43992,2.0,15000,0,7,11990,0.46872070495594026,no
26820,33,120000,14.0,2000,0,9,12866,0.018668209905352177,yes
26821,27,50000,3.0,15000,0,5,23476,0.5655255617553914,no
26822,29,120000,1.0,5000,0,7,5801,0.043783220518568464,yes
26823,29,120000,2.0,6900,0,6,26031,0.07342847109153018,yes
26824,27,120000,0.0,10000,0,10,23641,0.10377857802592388,yes
26825,31,120000,0.0,12000,0,6,27078,0.12914056950991154,yes
26826,30,120000,15.0,11000,0,5,28079,0.11966797576179546,yes
26827,34,120000,0.0,7100,0,8,21158,0.07183181238744663,yes
26828,31,120000,6.0,28000,0,9,21589,0.28452103931471073,yes
26829,27,120000,0.0,7000,0,9,5955,0.06137928010872901,yes
26830,35,120000,2.0,8000,0,10,25329,0.08450317415047903,yes
26831,28,120000,7.0,5000,0,6,27869,0.05427054954358468,yes
26832,32,120000,7.0,28250,1,9,22926,0.2910151018810392,yes
26833,34,120000,2.0,4200,0,6,17740,0.041071777821239976,yes
26835,29,120000,7.0,20000,0,6,2648,0.17042743199945462,yes
26836,34,25800,18.0,10000,0,9,6811,0.5266206751277055,no
26837,28,50000,4.0,15000,0,6,25056,0.6013470173187941,no
26838,27,120000,11.0,4800,0,10,13751,0.04517689578254854,yes
26839,34,120000,4.0,7800,0,9,5840,0.06832515767344079,yes
26840,30,120000,3.0,6000,0,7,5475,0.05239030779305828,yes
26841,30,120000,12.0,7200,0,9,16811,0.06977487910533099,yes
26842,28,120000,3.0,14500,0,8,8495,0.13003901170351106,yes
26843,27,120000,3.0,14000,0,10,20950,0.1413427561837456,yes
26844,32,108000,13.0,8400,0,7,27625,0.10451010886469674,yes
26845,30,44000,4.0,15000,0,5,24669,0.7759557187936476,no
26846,29,120000,10.0,18000,0,10,1041,0.1513126371270774,yes
26847,30,120000,13.0,15000,0,8,11801,0.13863344393201416,yes
26848,28,91800,6.0,10000,1,8,18055,0.13560241372296428,yes
26849,31,120000,15.0,7500,0,9,7000,0.06637168141592921,yes
26850,27,120000,11.0,8000,0,6,11763,0.07391187856278351,yes
26851,30,120000,8.0,3000,0,8,2223,0.025471866323645533,yes
26852,30,108000,0.0,4925,0,9,27161,0.0609235641212781,yes
26853,31,120000,8.0,20000,0,6,29731,0.22156000398808007,yes
26854,28,120000,4.0,8000,0,7,22696,0.08221655841486475,yes
26855,30,120000,3.0,15000,0,6,9305,0.13550747549573153,yes
26856,31,108000,11.0,35000,0,10,26264,0.42820788881276306,yes
26857,27,50000,1.0,15000,0,9,26449,0.636915629909558,no
26858,34,50000,0.0,15000,1,9,19549,0.49259466027388266,no
26859,35,120000,4.0,8850,0,7,18810,0.08745923510228283,yes
26860,33,120000,6.0,4500,0,5,18620,0.04438745314657724,yes
26861,28,50000,1.0,15000,0,5,24791,0.5950255861002023,no
26862,32,120000,0.0,6600,0,7,18946,0.06531161557187247,yes
26863,27,120000,10.0,7000,0,5,5906,0.061352919522498994,yes
26864,29,120000,4.0,7000,0,7,3671,0.0601741612151742,yes
26865,28,120000,11.0,14400,0,10,21359,0.1459839214930911,yes
26866,30,120000,14.0,10000,1,8,17713,0.09776413424970914,yes
26867,33,120000,4.0,6000,0,8,20278,0.0601672649966908,yes
26868,29,120000,5.0,8000,0,10,7540,0.07113640405477503,yes
26869,33,120000,3.0,14000,0,8,8701,0.12578729368637634,yes
26870,29,120000,8.0,5000,0,9,28870,0.054866673982223196,yes
26871,30,120000,6.0,9600,0,9,29416,0.10597898083546763,yes
26872,28,120000,11.0,5000,0,5,20717,0.05036108900818871,yes
26873,28,120000,12.0,10000,0,6,10367,0.09121341202010344,yes
26874,32,50880,6.0,15000,1,5,14470,0.41197473221642406,yes
26875,34,120000,10.0,20000,0,10,16775,0.19375151368370067,yes
26876,27,120000,11.0,18000,0,6,5129,0.15669751286225417,yes
26877,30,120000,9.0,18400,0,9,28699,0.20153119900110622,yes
26878,29,25000,8.0,6500,0,9,17222,0.8356904088454615,no
26880,28,91800,4.0,20000,0,6,22349,0.28797281536622943,yes
26881,30,120000,12.0,6000,0,9,17331,0.0584402302545072,yes
26882,30,120000,3.0,8000,0,9,29909,0.0887991031290584,yes
26883,33,120000,17.0,15000,0,9,4963,0.13039283013291375,yes
26884,27,51395,11.0,15000,0,6,6665,0.335345405767941,yes
26885,29,120000,11.0,5000,1,6,28428,0.054601843358231775,yes
26886,27,120000,11.0,8000,0,9,15825,0.07679385649148068,yes
26887,34,120000,4.0,16800,0,6,14740,0.15960478814364432,yes
26888,30,120000,1.0,4800,0,8,12363,0.04459433094567853,yes
26889,29,120000,13.0,10000,0,8,8270,0.08950147677436678,yes
26890,32,120000,13.0,2000,0,5,24294,0.020897331410778843,yes
26891,28,120000,5.0,22000,1,6,9564,0.19921040240501287,yes
26892,34,108000,4.0,25000,0,8,16837,0.2742340642585259,yes
26893,27,120000,2.0,7000,0,10,15100,0.0667302192564347,yes
26894,33,120000,1.0,6000,0,10,13835,0.056515800875994913,yes
26895,31,120000,6.0,25000,1,7,9024,0.2252739331026528,yes
26896,30,120000,6.0,14000,0,6,5182,0.12193210123848178,yes
26897,32,120000,16.0,5600,0,10,28939,0.061497238115109654,yes
26898,28,120000,1.0,3600,0,9,2456,0.03062682910229361,yes
26899,32,52800,3.0,15000,0,6,13331,0.38004509868504394,no
26900,32,120000,9.0,8000,0,7,4700,0.06938421509106678,yes
26901,28,120000,0.0,20000,0,5,11170,0.18377285674905816,yes
26902,29,120000,1.0,23000,0,5,14474,0.21795576445615297,no
26904,28,24000,0.0,1600,0,5,21637,0.6771053745239103,no
26905,27,120000,4.0,8400,0,8,10799,0.07692237250574628,yes
26906,30,120000,5.0,5000,0,9,1059,0.04203764891837129,yes
26907,27,120000,5.0,25000,0,9,11324,0.23004159151974676,yes
26909,32,120000,16.0,25000,0,6,7390,0.22200515051949204,yes
26910,29,120000,7.0,12000,0,7,21553,0.12189299826302477,yes
26911,27,120000,11.0,7000,0,5,9089,0.06311366771555571,yes
26912,29,120000,5.0,9000,0,10,3948,0.0775514424568297,yes
26913,31,120000,9.0,10000,0,7,21311,0.1013284155275664,yes
26914,27,91800,4.0,25000,0,9,11795,0.31248046997062684,yes
26915,29,120000,10.0,4700,0,6,14309,0.044469254714214076,yes
26916,27,108000,11.0,25000,1,9,19446,0.2823136165503535,yes
26917,33,30000,0.0,1600,0,9,1427,0.05599692016939068,yes
26918,28,120000,12.0,6000,0,5,10246,0.05466771142737394,yes
26919,29,120000,3.0,7500,0,8,7671,0.0667681542611436,yes
26920,29,120000,2.0,20000,0,6,11694,0.18466197625246986,yes
26921,31,120000,0.0,20000,0,9,23123,0.20644735076437132,no
26922,30,38400,6.0,1600,0,10,19055,0.08270871026104937,yes
26923,29,120000,13.0,7000,0,10,5117,0.06093155645308705,yes
26924,27,33000,11.0,1600,1,5,9009,0.06669167604518361,yes
26925,31,40000,9.0,1600,0,8,29718,0.15561174868702587,yes
26926,31,40000,0.0,1600,0,8,26139,0.11543178702835294,yes
26927,30,120000,14.0,7500,0,5,8972,0.0675505277947905,yes
26928,35,34000,1.0,1600,1,6,7655,0.06073258682862023,yes
26929,30,42000,1.0,1600,0,6,2486,0.04049197752695247,yes
26930,32,36000,5.0,1600,1,9,9750,0.06095238095238095,yes
26931,31,25000,4.0,3075,0,5,10375,0.21025641025641026,yes
26932,29,42000,4.0,1600,1,6,28422,0.11783767859773163,yes
26933,29,43200,4.0,1600,0,10,23896,0.08288437629506838,yes
26934,31,120000,9.0,9000,0,6,3239,0.07708053202696105,yes
26935,27,120000,11.0,20000,1,7,4571,0.1732666834157794,yes
26936,27,120000,4.0,6000,0,10,6604,0.052911919291685774,yes
26937,27,120000,2.0,16000,0,8,12450,0.1487680148768015,yes
26938,27,51000,9.0,1600,0,6,22950,0.0570409982174688,yes
26939,29,120000,2.0,5000,0,6,9277,0.04515773597174932,yes
26940,29,120000,3.0,6250,1,8,20184,0.06261521199006172,yes
26941,28,91800,1.0,15000,1,8,18783,0.2054316118164263,no
26943,27,120000,11.0,10000,0,6,11501,0.09216674808062747,yes
26944,29,63500,4.0,1600,0,5,9870,0.029834048107402575,yes
26945,29,67171,13.0,1600,0,7,6257,0.026266539711724726,yes
26946,28,120000,12.0,20000,0,10,21934,0.2039442824220423,yes
26947,29,108000,2.0,24500,0,9,22590,0.2868516567146704,no
26948,29,68000,4.0,1600,0,10,18031,0.032019852308431226,yes
26949,31,91800,0.0,2225,0,5,8201,0.0266151508989342,yes
26950,34,91800,0.0,25000,1,9,28776,0.3966742828128967,no
26951,32,120000,16.0,6000,0,8,20300,0.06018054162487462,yes
26952,28,120000,0.0,1000,0,5,12020,0.009260974254491572,yes
26953,32,91800,8.0,24625,1,7,1968,0.2741228070175439,yes
26954,30,120000,15.0,8275,0,8,20685,0.08332074711775664,yes
26955,27,120000,7.0,3775,0,6,15914,0.03626808600580289,yes
26956,29,120000,8.0,5000,0,6,1835,0.04231371387466678,yes
26957,32,86000,4.0,1600,1,9,12061,0.021639459554497628,yes
26958,29,24996,2.0,8000,0,7,10916,0.5681818181818182,no
26959,34,120579,9.0,9600,1,7,10062,0.08686446429056163,yes
26960,34,120602,4.0,20000,0,8,20910,0.20061790314167635,yes
26961,33,120999,7.0,15200,1,5,27036,0.16176580143247873,yes
26963,27,121000,3.0,16800,0,8,18637,0.1641218018229243,yes
26965,31,121000,15.0,25000,1,9,6022,0.21743290020699613,yes
26966,33,121000,0.0,17600,0,5,24881,0.18310635774404643,yes
26967,34,12996,0.0,1500,0,7,12286,2.112676056338028,no
26968,28,121008,0.0,5400,0,6,17249,0.052043678138763864,yes
26969,28,92801,12.0,20000,1,8,3043,0.2228213641123911,yes
26970,32,121500,11.0,6000,0,6,28044,0.06420133538777606,yes
26971,29,121722,8.0,7200,0,7,13681,0.06664136762895567,yes
26972,29,109900,9.0,15000,1,10,1388,0.1382335594219994,yes
26973,28,122000,11.0,15000,1,5,20168,0.14730143766203158,yes
26974,27,24840,0.0,11500,0,6,16735,1.418877236273905,no
26975,30,122000,11.0,11200,0,9,12256,0.10205569324974487,yes
26977,27,122000,1.0,8000,0,6,13477,0.07371709222929701,yes
26978,31,122000,3.0,6000,0,9,10677,0.05389721800526396,yes
26979,32,122004,13.0,10000,0,9,13943,0.09254032444637751,yes
26980,34,122400,5.0,6800,0,10,29601,0.07327665168805698,yes
26981,32,122400,16.0,10000,0,6,22435,0.100035012254289,yes
26982,27,122880,3.0,35000,0,5,16823,0.330011220381493,no
26983,27,123000,0.0,13225,1,7,11704,0.11882727142035653,yes
26984,32,123000,16.0,15200,1,9,8453,0.13269662234715882,yes
26985,31,123000,7.0,15000,0,7,18896,0.14408668254822102,yes
26986,28,111000,12.0,25000,0,5,20679,0.27679055812048137,yes
26987,28,123000,7.0,4000,0,5,26199,0.04132188717058708,yes
26988,31,123000,15.0,19000,1,9,19904,0.1842942500193994,yes
26989,31,94350,5.0,15000,0,8,21085,0.2047362314884324,yes
26990,30,111000,2.0,12500,0,8,28899,0.15225149510968197,yes
26991,34,18000,0.0,1500,0,6,8090,0.15136226034308778,yes
26992,28,123504,12.0,18000,0,7,28881,0.190228591357281,yes
26993,27,123996,11.0,6500,0,6,7617,0.05585200079052063,yes
26994,33,124000,6.0,14000,0,10,7679,0.12035659941025266,yes
26995,27,124000,9.0,4350,0,6,14931,0.03988300983780909,yes
26996,29,124000,11.0,2000,0,7,18510,0.018959143046734288,yes
26997,34,124000,3.0,12000,0,5,24643,0.12077659349618045,yes
26998,29,124000,13.0,8100,0,7,13124,0.07305458349868321,yes
26999,27,124000,2.0,24250,0,7,7294,0.20778708892430553,no
27000,33,124000,10.0,23500,1,6,25261,0.23800119506983056,yes
27002,35,124596,1.0,20000,0,5,12034,0.17767985643467601,yes
27003,31,24000,14.0,2000,0,9,11680,0.16233766233766234,yes
27004,29,24000,3.0,7200,0,6,2457,0.3342152903495335,no
27005,27,20004,0.0,1500,0,9,12332,0.19551616266944735,yes
27006,28,124800,1.0,15000,1,5,6712,0.1270239143689452,yes
27007,31,124992,15.0,24000,0,5,9013,0.20693401391631244,yes
27008,27,125000,7.0,9000,0,6,11589,0.07935738155910803,yes
27009,29,125000,6.0,3400,0,7,12165,0.03013249435015731,yes
27010,32,125000,4.0,9000,0,10,1366,0.07279550932591358,yes
27011,30,125000,14.0,7000,0,7,29790,0.07352168889822498,yes
27012,28,125000,12.0,30000,0,5,8774,0.2581178049661866,yes
27014,31,125000,5.0,30000,0,9,15270,0.2733983413833956,yes
27016,32,125000,3.0,21000,0,10,10548,0.18348303218816622,yes
27018,29,125000,4.0,24000,0,7,18846,0.22608662885995817,yes
27019,31,24000,0.0,1500,0,10,8344,0.09580991313234542,yes
27020,34,125000,0.0,9175,0,5,14082,0.08271876521394184,yes
27021,33,125000,17.0,8800,0,7,27180,0.0899611531384175,yes
27022,27,125000,11.0,30000,0,10,29025,0.31258140140661633,yes
27024,31,125000,5.0,18000,0,7,1470,0.14571359184003885,yes
27025,28,125000,0.0,7500,0,7,9196,0.06476460225898932,yes
27026,33,125000,8.0,10975,0,9,4521,0.09109471360154052,yes
27027,29,26000,2.0,1500,1,6,18335,0.19569471624266144,yes
27028,30,113000,4.0,30000,1,8,18961,0.3190165782281819,yes
27029,30,53000,7.0,15000,0,8,20356,0.4595025119470653,yes
27030,31,48000,12.0,15000,1,5,19340,0.5233775296580601,no
27031,30,125000,14.0,25000,0,6,27277,0.25582513840139987,yes
27032,29,125000,0.0,10000,0,10,23148,0.09818167537210855,yes
27033,29,125000,13.0,14400,0,10,22536,0.1405371642723298,yes
27034,28,54996,8.0,15000,1,9,16744,0.39213635888319565,yes
27035,27,125000,1.0,24000,0,8,14511,0.21721619346722298,no
27036,32,54996,4.0,15000,0,5,14247,0.3681071928145476,yes
27037,29,125000,5.0,12000,0,7,6056,0.10088781275221953,yes
27038,31,125000,2.0,25000,0,7,29134,0.2607806730227609,no
27039,29,125000,0.0,10000,1,9,5140,0.0834306691139663,yes
27040,32,125000,2.0,20000,0,9,24286,0.19858212363723018,yes
27041,35,125000,8.0,17000,0,6,19541,0.16120008723769427,yes
27042,28,125000,4.0,10000,0,8,19958,0.09520001523200244,yes
27043,27,55000,4.0,15000,0,10,6646,0.3102121851346321,yes
27044,28,113000,1.0,13200,0,10,24649,0.14940408144786138,yes
27045,33,125000,2.0,20000,0,5,10561,0.17476559564484134,yes
27046,28,55000,3.0,15000,1,5,8938,0.3256480395988016,no
27047,27,125000,2.0,8000,0,10,17760,0.07459903021260723,yes
27048,29,125000,2.0,3500,0,8,21486,0.033811851536990165,yes
27050,29,125000,12.0,25000,0,8,20078,0.2382722403309125,yes
27051,27,24000,0.0,8500,0,6,3309,0.41080663090232467,no
27054,28,125000,13.0,15000,0,7,21675,0.14517299782240503,yes
27055,29,96050,7.0,15200,1,5,16705,0.191568466822106,yes
27056,30,125000,5.0,8000,0,10,28598,0.08298583016949856,yes
27057,31,125000,4.0,12500,0,10,1767,0.1014338691746529,yes
27058,27,125000,7.0,13200,0,8,27115,0.13485212238851713,yes
27059,28,50000,4.0,15000,0,7,21864,0.5331248222917259,no
27060,31,24000,4.0,2500,1,7,1322,0.11023899814798484,yes
27061,28,125000,8.0,8000,0,10,24593,0.07967571982033125,yes
27062,29,125000,6.0,6400,1,9,25139,0.06408908382651886,yes
27063,34,125000,4.0,12000,0,9,26702,0.12207776353537203,yes
27064,27,125000,7.0,20000,1,5,22928,0.19594012069911435,yes
27065,28,56496,0.0,15000,0,10,3710,0.2841662562042966,no
27066,29,113000,5.0,25000,1,7,17015,0.2604573631296557,yes
27067,29,57000,4.0,15000,0,6,16365,0.36913990402362495,yes
27068,29,125000,2.0,8500,1,5,17227,0.07886947565716831,yes
27069,29,113000,5.0,25000,0,9,1746,0.22471102162618872,yes
27070,27,125000,11.0,15975,1,8,17891,0.14914713049323586,yes
27071,33,125000,17.0,3000,0,8,3669,0.024725750220471274,yes
27072,30,125000,14.0,5750,0,5,9959,0.04998218026616597,yes
27073,30,96053,15.0,30000,0,5,2135,0.31942758576630675,yes
27074,33,51500,2.0,15000,0,10,20508,0.4839958699019102,no
27075,27,57720,12.0,15000,0,6,26560,0.4813863928112965,yes
27076,30,58000,2.0,15000,0,10,24114,0.4426606858289559,no
27077,28,125004,9.0,12000,0,5,1080,0.09683354313934348,yes
27078,28,125600,0.0,13800,0,6,15958,0.12586417613688186,yes
27079,28,126000,2.0,12000,0,7,20991,0.11427591920692512,yes
27080,28,126000,12.0,2000,0,10,26748,0.02015072744126063,yes
27081,34,126000,2.0,9600,0,5,16269,0.08748667195231977,yes
27082,29,126000,5.0,7000,0,5,17529,0.06453337758479225,yes
27083,30,126000,6.0,8000,0,8,18850,0.07466168922071861,yes
27084,33,126000,17.0,9500,0,7,26518,0.09549466235097806,yes
27085,29,126000,2.0,6450,0,7,14013,0.05759597096091511,yes
27086,29,126000,0.0,11000,0,7,4752,0.09072314594879916,yes
27087,30,114000,14.0,15000,0,6,10376,0.14475411101675287,yes
27088,29,58000,4.0,15000,1,5,27750,0.49586776859504134,yes
27089,27,126000,11.0,5500,0,9,2217,0.04443259575224385,yes
27090,33,24000,2.0,1875,0,9,7321,0.11241681155944601,yes
27091,29,126000,11.0,15000,0,8,25280,0.1489277204130262,yes
27092,32,24000,5.0,2850,0,7,12183,0.2411779639502412,yes
27093,27,59200,4.0,15000,0,7,2973,0.266775748305974,yes
27094,31,59534,5.0,15000,1,10,15799,0.342974734194581,yes
27095,31,24000,0.0,6200,0,8,14413,0.6467090852195682,no
27096,30,126132,1.0,14400,1,7,4838,0.1187198047718766,yes
27097,30,54000,9.0,15000,1,8,25932,0.5344164172723386,no
27098,35,126400,0.0,13000,0,8,9800,0.11149228130360206,yes
27099,29,114500,13.0,30000,0,6,19733,0.31656589319066764,yes
27100,35,126696,19.0,24250,0,6,16166,0.21939744865647334,yes
27101,27,127000,6.0,21000,0,8,4121,0.17089982828636302,yes
27102,29,127000,1.0,24250,0,8,29362,0.24836641471558205,no
27103,30,115000,3.0,20000,0,7,10185,0.19081238372370365,yes
27104,28,127000,9.0,8400,0,7,7393,0.07023000326067873,yes
27105,33,116000,2.0,5000,0,5,21484,0.052901096110711414,yes
27106,27,128000,11.0,32000,0,7,5877,0.2620309032696544,yes
27107,27,128000,2.0,18000,0,6,23600,0.1724137931034483,yes
27108,27,116000,0.0,3500,0,10,18486,0.035892282133847445,yes
27109,27,116000,4.0,25000,1,7,6043,0.22736160499104197,yes
27110,32,128004,0.0,11000,0,8,13406,0.0959877135726627,yes
27111,34,128148,2.0,15000,0,6,29280,0.1517174414370676,yes
27112,28,128400,3.0,4000,1,8,29195,0.04032054835945769,yes
27113,27,116899,12.0,12000,0,7,13998,0.11661694249812928,yes
27114,35,60000,4.0,15000,1,6,13767,0.3244435792615664,yes
27115,31,60000,11.0,15000,0,8,2085,0.259000259000259,yes
27116,27,129700,1.0,10000,0,9,23401,0.09407426222259851,yes
27117,27,129900,11.0,3100,0,8,6618,0.02514560114209698,yes
27118,29,129996,0.0,30000,0,8,5860,0.2416704259844042,no
27119,27,129996,11.0,4800,0,9,9053,0.03968811754297479,yes
27120,30,130000,14.0,4000,0,6,29113,0.03964831940686114,yes
27121,30,130000,8.0,27000,0,6,4825,0.21569802276812464,yes
27122,31,60000,4.0,15000,0,9,25086,0.4296270836913559,yes
27123,27,130000,3.0,15000,0,10,3314,0.11840298059769824,yes
27124,35,130000,15.0,5000,0,7,26251,0.04819323559745154,yes
27125,35,60000,18.0,15000,0,5,22037,0.3951215657350578,yes
27126,30,130000,14.0,7000,0,9,1257,0.05437188818032825,yes
27127,27,130000,11.0,10200,0,6,21415,0.09393562646774416,yes
27128,32,130000,7.0,13000,0,8,8733,0.1072014645369309,yes
27129,33,54000,17.0,15000,0,7,19616,0.4362494183341089,yes
27130,29,130000,7.0,7000,0,9,5262,0.05611762253683721,yes
27131,31,60000,6.0,15000,0,5,13069,0.31961816283480005,yes
27132,34,130000,5.0,20000,0,10,8926,0.165188231990353,yes
27133,32,130000,12.0,16500,0,8,3258,0.13018573164381184,yes
27134,29,130000,5.0,24800,0,10,3333,0.19578895845010935,yes
27135,33,118000,12.0,35000,1,7,2810,0.30384581994964843,yes
27136,31,130000,15.0,1600,1,6,29468,0.015915330442048303,yes
27137,34,60000,2.0,15000,0,7,3467,0.26533175313533686,no
27138,33,130000,7.0,2400,0,7,6483,0.019430523733575136,yes
27139,29,130000,9.0,4200,0,8,4503,0.03346693546459278,yes
27140,30,130000,6.0,10000,0,10,28388,0.09841357320001574,yes
27141,32,130000,3.0,28000,0,7,28240,0.2751572327044025,no
27142,34,54000,2.0,15000,1,7,29162,0.6039133585634914,no
27143,27,130000,3.0,24000,0,10,16705,0.21183635641466966,no
27144,31,130000,10.0,9800,0,5,6357,0.07926045146106128,yes
27145,33,60000,0.0,15000,1,7,23875,0.41522491349480967,no
27146,35,54000,1.0,15000,1,8,11727,0.3548364204101909,no
27147,32,130000,13.0,7500,0,6,25100,0.07149666348903717,yes
27148,30,130000,3.0,33250,1,5,15054,0.2892662641588224,no
27149,28,118000,6.0,25000,1,6,15149,0.24307007224042548,yes
27150,28,61000,12.0,15000,0,7,18921,0.3564723496280805,yes
27151,27,130000,11.0,11000,0,5,3023,0.08662986210101042,yes
27152,27,130000,2.0,5000,0,9,2519,0.03922153105168613,yes
27153,27,130000,5.0,15000,0,7,4580,0.11959815021527667,yes
27154,27,130000,0.0,8000,1,7,27587,0.07811508304609767,yes
27155,28,130000,12.0,13000,0,10,22583,0.12102367409255518,yes
27156,32,118000,3.0,8875,0,5,29765,0.10058366861222871,yes
27157,34,130000,5.0,6450,0,7,10866,0.054140715496835495,yes
27158,31,55200,5.0,15000,1,10,29099,0.5746906248802728,no
27159,28,61500,2.0,15000,0,6,12810,0.3080714725816389,no
27160,35,130000,15.0,7000,1,5,15482,0.06112576188896069,yes
27161,34,130000,5.0,5000,0,7,18003,0.04464405296570444,yes
27162,27,61584,3.0,15000,0,6,24010,0.39921222121679883,no
27163,35,130000,3.0,9000,1,8,20308,0.08204791598293404,yes
27164,29,61656,4.0,15000,0,10,16277,0.33054937305802246,yes
27165,27,130000,1.0,21000,0,7,3253,0.16568439489692063,yes
27166,28,62000,0.0,15000,0,8,7141,0.27342824331467946,no
27167,33,118000,5.0,25000,1,9,19417,0.25359341874359675,yes
27168,32,62000,5.0,15000,1,6,17906,0.3401823377330249,yes
27169,33,130000,9.0,25000,1,10,5128,0.2002050099301685,yes
27170,28,130000,10.0,24000,0,10,28397,0.23621349763294391,yes
27171,27,130000,12.0,21000,0,9,25703,0.20134807329069868,yes
27173,33,62400,4.0,15000,0,8,18951,0.34523234136573916,yes
27174,28,130000,1.0,5600,0,9,24353,0.05300671102823554,yes
27175,28,57000,2.0,15000,0,10,26479,0.49146489302447494,no
27176,32,130000,0.0,12000,0,7,4491,0.09561067333816699,yes
27177,29,130000,13.0,17500,0,9,18097,0.15638544096226195,yes
27178,32,57223,0.0,15000,0,5,25323,0.4702194357366771,no
27179,29,130000,7.0,18000,1,8,25720,0.17261219792865362,yes
27180,30,130000,14.0,6000,0,9,28932,0.05936597142517909,yes
27181,28,130000,0.0,9000,0,6,15961,0.07892036934732855,yes
27182,30,130000,1.0,8500,1,5,15363,0.07414709038094158,yes
27183,34,118000,1.0,25000,0,7,24276,0.26674064273825276,no
27184,29,130000,13.0,6000,1,9,7236,0.04887426281320257,yes
27185,27,130000,12.0,5000,0,5,3807,0.03962184907245251,yes
27186,28,130000,2.0,12000,1,8,27944,0.11758250372344595,yes
27187,35,130000,2.0,12000,0,7,25225,0.1145311381531854,yes
27188,34,64000,5.0,15000,0,8,13126,0.2948460903408421,yes
27189,28,65000,13.0,15000,0,6,6225,0.25521054870267973,yes
27190,29,130900,11.0,4800,0,9,10774,0.03995804405374357,yes
27192,27,119000,7.0,30000,0,7,8408,0.2712673611111111,yes
27193,32,131000,2.0,11200,0,5,20489,0.10134737718417171,yes
27194,28,131004,5.0,25000,0,5,2435,0.1944481173533278,yes
27195,30,131004,14.0,5000,0,8,26957,0.04805520582044653,yes
27196,28,131040,0.0,10000,1,10,5555,0.07969079969717496,yes
27197,27,120000,0.0,10000,0,6,5344,0.08721741557354172,yes
27198,29,120000,5.0,14000,0,9,10338,0.12766500702157538,yes
27199,35,132000,14.0,22000,0,5,10783,0.1814926949190295,yes
27200,32,132000,2.0,18000,0,5,13168,0.15147435034334186,yes
27201,28,132000,5.0,25000,0,10,22577,0.22847116236988568,yes
27202,32,132000,16.0,25000,0,7,23319,0.23003100817990266,yes
27203,28,132650,12.0,20000,0,5,15804,0.17116546565564933,yes
27204,34,65000,3.0,15000,1,6,3544,0.2440770632647748,no
27205,35,133000,3.0,15000,0,7,26103,0.14032199219809724,yes
27206,29,65000,5.0,15000,0,9,9183,0.26873533152982065,yes
27207,31,121000,2.0,12000,1,6,4604,0.10309632633423829,yes
27208,29,65000,4.0,15000,0,8,9528,0.27040669166426307,yes
27209,34,121000,8.0,12000,1,8,5272,0.10369141435089174,yes
27210,27,65000,5.0,15000,1,5,24388,0.3693489608982567,yes
27211,30,134000,14.0,5600,0,5,8949,0.04478172905454574,yes
27212,29,134000,9.0,6000,0,8,25754,0.05542929992794191,yes
27213,35,122000,3.0,25000,0,10,25898,0.26014026763230735,no
27214,29,134000,2.0,8000,0,7,11656,0.0653893938403191,yes
27215,30,134500,9.0,24000,1,6,23876,0.21695111368238357,yes
27216,31,134748,15.0,18000,0,9,8827,0.14294676821181534,yes
27217,28,51850,12.0,15000,0,9,5286,0.32213727343011767,yes
27218,29,67000,1.0,15000,0,9,26326,0.3687859566307715,no
27219,33,135000,13.0,12000,0,7,29852,0.11412485258873208,yes
27220,30,135000,8.0,32000,0,9,16115,0.2691676830550532,yes
27221,33,135000,6.0,22250,0,9,12976,0.1823411787845014,yes
27222,34,135000,2.0,15000,0,6,6199,0.11645872314655942,yes
27223,29,135000,14.0,24000,0,10,2955,0.181756219470635,yes
27224,28,135000,0.0,14400,0,8,15839,0.1208449073102777,yes
27225,29,61000,2.0,15000,1,8,11770,0.30469226081657524,no
27226,32,135000,10.0,10000,0,6,27718,0.09321228165023024,yes
27227,29,67704,3.0,15000,0,8,22841,0.3343512471301518,no
27228,32,135000,1.0,16000,0,10,1069,0.11946450037705983,yes
27229,33,135000,0.0,6275,0,7,28605,0.05897833544809437,yes
27230,31,67800,7.0,15000,0,8,12723,0.2723459883435917,yes
27231,31,135000,14.0,15000,0,6,16484,0.1265651895102771,yes
27232,27,135000,3.0,25000,0,8,18072,0.21380678708264916,no
27233,28,123000,0.0,10000,0,6,24014,0.10102438728709111,yes
27234,31,135000,9.0,10000,0,6,16010,0.08404067568703252,yes
27235,28,68004,1.0,15000,0,7,6628,0.24439520333680917,no
27236,28,123000,3.0,15000,1,9,12794,0.1361087418107907,yes
